0,0d66022a18ef347b110f33fed6d5542e3ad3c0baa7d11eb6f067a5cdb91d1118
1,31a75ad31aae7d6faec6156aac20aa108bba1f56d80cfdcf0592e1781177ad91
2,0308002a3dc162867b65371e4f9de3bb9e4756b0c8e2969e7c898dc3b97532a7
3,a178c987eccc4f83d8e4b0fff6a883c7175c28da635c7b8641453bbff897de4a
4,71d2810d3e7565499ac5a7dfdae0142fdff4dfc9e56230b5563ccaf26e0cb1ed
5,77bf3e2661555c3fb1ff52406b25272ca9fb793f11e85b8cca9c755d143149ac
6,1972ac4ccf4fd1e9d4c26243c8b7b42c2a2e96b2964450bcb4fd1a373867780a
7,cf89e28984600e91f893528515b25d5cf8d746b8a0c02edd9c161068ffda0929
8,25d0e86c7592b30c43a67edb2e9c07638f4d9a92ce4359e05bd28b3f9e553ce6
9,2e64a9a79fd0bb88014db8bacdf1e7bc85d8714553a56af0ece12f69ee5fa00c
10,c9b188ae2855ef6a4dd777a142fdd33262a4dab816a7d42951ab80d381747168
11,9d5ce23e903f7030f2ca4b32f50c860ed72f9185ee28ecdda1f6f9ed76653289
12,e39e6868a340045f10db6527d3d1bed1a11c83ff1b645bcc48ad9bd7fa1844a9
13,83be76b522d2988ef1f2ac658ab68e561268fda2e94004bef1b68e2a5059c1b9
14,bc294be4b88b4186b6ab9cc7ef5b69cc58b7f8090964cb711575f55c152e99e5
15,fb1a892ff1c5f899e6f897c8b69067558069e62554661280081e386116ce62db
16,ece19b379ea73149d3a3ed3e07ec34c2145d44ebb08b9b8e31f2992c195f30bf
17,02dc17a1a65e98f327ecd114511300ad3e844a50863eb22e1a1ecdb470de9c5c
18,93b7fd3329e6ceb7abf4b83e72797e4dd7eeca552a354d5f4cc5b5e9208aff8b
19,b3d9fca92566d7f270c60b21cde0f439fc59b48a08f214c39292e89653ce7864
20,8aa1a386e4586272135790c0a28b960bcf86685ee6313bc77b7b16332a7ae8da
21,4a87cdbcddf7722e44a11026c75b54870c91ca5b10ecb0f721b7bc2e68ef0c69
22,c70f803ee47d2376a40cc1ff1ecb73ce265bf0a15033f6d459780fdf3aaa1332
23,ebb7b858e9c935f295e0e0089bb0c34f12d906b286ff21413fed7229716ca51a
24,9e4005a499ded98dd0dadc1a9be40ea48a6987f230146357b30d76d42f9edaa3
25,004aa04227ca6e2da7eb7c2c3f9d5e8823bd68582dae40b272e39ba1056351db
26,b8eff4bafd782e5d5ff1446f385246c491f8a3103f6812af661787790f8f9c70
27,9b597a54d6351fe8e8ae6b322b1ec29eace7f1b57000615fe6536e7a0b20b9e2
28,da95c0f8f0f7c15876c909a0cbf16449759bf44c5f079997b0274c4c94658f1d
29,744fdc981fa1e9ae31b854eaab9e12890975b8295dc9bb711c15f40ab9f3feb0
30,eeb287772fd1bdfd47964a1fa286b74a073dbcdeaf0a33d6d766b2c7a0ad0312
31,d388ff4d3483905157567a315741481442cc61bcdeec9b4afb5bad13268bca1e
32,7be397073d684f8f3a81a0d31abbbd7e962f3ce0c6db41998f7223a6cf102967
33,f4c67c79317f6936642cadb0b614ba70fe953d32eaa1b0b41d8bfd6e251ab5ad
34,c01b8b72e22e19408239008d056e90cdd7767e8a23f8cbcd6e549d94a2c3d141
35,92bf1cbe2a99155cbf38ae19ac5efb30a08a9a1357081fb3f4085f4752c7299f
